Регион;Код;Пол;Местность;2017;2018;2019;2020;2021;2022;2023
Южный федеральный округ (с 29.07.2016);40;Мужчины;Городская местность;125618.0;132664.0;120302.0;113288.0;115314.0;103989.0;116511.0
Республика Адыгея (Адыгея);790;Мужчины;Городская местность;2949.0;3071.0;3555.0;2661.0;3360.0;2879.0;2955.0
Республика Калмыкия;850;Мужчины;Городская местность;2719.0;2740.0;2986.0;2583.0;2587.0;2682.0;3030.0
Республика Крым;350;Мужчины;Городская местность;9041.0;9758.0;9900.0;10729.0;9749.0;8843.0;10278.0
Краснодарский край;300;Мужчины;Городская местность;48605.0;50352.0;43344.0;39976.0;43486.0;35827.0;39826.0
Краснодар;340;Мужчины;Городская местность;15616.0;14864.0;14864.0;14864.0;14864.0;14864.0;14864.0
Армавир;340;Мужчины;Городская местность;1600.0;1294.0;1294.0;1294.0;1294.0;1294.0;1294.0
Новороссийск;342;Мужчины;Городская местность;3794.0;3342.0;3342.0;3342.0;3342.0;3342.0;3342.0
Сочи;342;Мужчины;Городская местность;9629.0;11096.0;11096.0;11096.0;11096.0;11096.0;11096.0
Астраханская область;120;Мужчины;Городская местность;5895.0;5859.0;5403.0;4808.0;4320.0;4198.0;4248.0
Волгоградская область;180;Мужчины;Городская местность;17626.0;21017.0;18022.0;16881.0;16758.0;16213.0;15792.0
Ростовская область;600;Мужчины;Городская местность;30145.0;30770.0;28584.0;24414.0;22547.0;21770.0;29442.0
Город федерального значения Севастополь;670;Мужчины;Городская местность;8638.0;9097.0;8508.0;11236.0;12507.0;11577.0;10940.0
Северо-Кавказский федеральный округ;38;Мужчины;Городская местность;42624.0;45331.0;47889.0;39158.0;37351.0;36095.0;37621.0
Республика Дагестан;820;Мужчины;Городская местность;9806.0;10062.0;10290.0;8341.0;8392.0;8721.0;8496.0
Республика Ингушетия;260;Мужчины;Городская местность;2464.0;3162.0;2944.0;2347.0;2467.0;2575.0;2437.0
Кабардино-Балкарская Республика;830;Мужчины;Городская местность;3361.0;3424.0;3071.0;2864.0;2361.0;2255.0;2322.0
Карачаево-Черкесская Республика;910;Мужчины;Городская местность;1848.0;2135.0;2229.0;2200.0;2248.0;2014.0;2121.0
Республика Северная Осетия-Алания;900;Мужчины;Городская местность;3809.0;3706.0;3468.0;2460.0;1932.0;1909.0;2209.0
Чеченская Республика;960;Мужчины;Городская местность;3078.0;2830.0;2705.0;2479.0;2410.0;2211.0;2056.0
Ставропольский край;700;Мужчины;Городская местность;18258.0;20012.0;23182.0;18467.0;17541.0;16410.0;17980.0
Приволжский федеральный округ;33;Мужчины;Городская местность;209942.0;218443.0;210778.0;181558.0;192974.0;178261.0;174212.0
Республика Башкортостан;800;Мужчины;Городская местность;30717.0;32403.0;32621.0;26759.0;37114.0;32082.0;32166.0
Республика Марий Эл;880;Мужчины;Городская местность;5605.0;5646.0;6295.0;5800.0;5805.0;5258.0;4934.0
Республика Мордовия;890;Мужчины;Городская местность;4624.0;5066.0;5219.0;4178.0;4399.0;4148.0;4248.0
Республика Татарстан (Татарстан);920;Мужчины;Городская местность;26504.0;26826.0;24061.0;22382.0;23662.0;21314.0;20657.0
Удмуртская Республика;940;Мужчины;Городская местность;9982.0;10171.0;8732.0;8370.0;8701.0;8485.0;8324.0
Чувашская Республика - Чувашия;970;Мужчины;Городская местность;10197.0;11050.0;9478.0;8265.0;8642.0;7669.0;7633.0
Пермский край;570;Мужчины;Городская местность;21459.0;22867.0;20236.0;16890.0;17660.0;16684.0;16884.0
Кировская область;330;Мужчины;Городская местность;15714.0;16311.0;15868.0;13622.0;13742.0;13594.0;13701.0
Нижегородская область;220;Мужчины;Городская местность;20870.0;21601.0;22381.0;20132.0;19371.0;18117.0;17080.0
Оренбургская область;530;Мужчины;Городская местность;10390.0;10136.0;12110.0;10184.0;9493.0;8598.0;8291.0
Пензенская область;560;Мужчины;Городская местность;8385.0;8339.0;8248.0;6360.0;5504.0;5266.0;5544.0
Самарская область;360;Мужчины;Городская местность;17520.0;19842.0;20111.0;16694.0;17794.0;16450.0;15404.0
Саратовская область;630;Мужчины;Городская местность;19249.0;19154.0;17990.0;14879.0;13768.0;14275.0;13602.0
Саратов;634;Мужчины;Городская местность;8246.0;8246.0;8246.0;8246.0;8246.0;8246.0;8246.0
Балаково;634;Мужчины;Городская местность;1366.0;1366.0;1366.0;1366.0;1366.0;1366.0;1366.0
Ульяновская область;730;Мужчины;Городская местность;8726.0;9031.0;7428.0;7043.0;7319.0;6321.0;5744.0
Уральский федеральный округ;34;Мужчины;Городская местность;134522.0;136314.0;121191.0;111774.0;110375.0;102024.0;97156.0
Курганская область;370;Мужчины;Городская местность;5755.0;6670.0;6382.0;6157.0;5695.0;5652.0;5296.0
Свердловская область;650;Мужчины;Городская местность;41169.0;42325.0;34454.0;32031.0;31552.0;27140.0;25531.0
Тюменская область;710;Мужчины;Городская местность;59321.0;59397.0;53126.0;48816.0;49377.0;45885.0;45406.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Мужчины;Городская местность;28496.0;28914.0;25735.0;25081.0;25081.0;25081.0;25081.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Мужчины;Городская местность;13768.0;13643.0;11891.0;10180.0;10755.0;9422.0;8885.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Мужчины;Городская местность;17057.0;16840.0;15500.0;13555.0;14001.0;12715.0;10693.0
Челябинская область;750;Мужчины;Городская местность;28277.0;27922.0;27229.0;24770.0;23751.0;23347.0;20923.0
Сибирский федеральный округ;35;Мужчины;Городская местность;175100.0;175100.0;175100.0;175100.0;175100.0;175100.0;175100.0
Сибирский федеральный округ (с 03.11.2018);41;Мужчины;Городская местность;162680.0;162680.0;144169.0;124574.0;129476.0;123786.0;121228.0
Республика Алтай;840;Мужчины;Городская местность;1513.0;1517.0;1563.0;1232.0;1270.0;1142.0;1027.0
Республика Тыва;930;Мужчины;Городская местность;3063.0;3194.0;2949.0;2433.0;3038.0;3246.0;2993.0
Республика Хакасия;950;Мужчины;Городская местность;7023.0;6766.0;5834.0;5648.0;6146.0;5573.0;5636.0
Алтайский край;100;Мужчины;Городская местность;15514.0;17507.0;17540.0;14152.0;14411.0;13454.0;13305.0
Чита;764;Мужчины;Городская местность;4310.0;4497.0;4497.0;4497.0;4497.0;4497.0;4497.0
Красноярский край;400;Мужчины;Городская местность;36839.0;38567.0;34274.0;32379.0;35721.0;35187.0;36091.0
Иркутская область;250;Мужчины;Городская местность;20218.0;21175.0;16865.0;13707.0;13405.0;13002.0;12177.0
Кемеровская область - Кузбасс;320;Мужчины;Городская местность;25622.0;26123.0;23152.0;20586.0;19161.0;18989.0;18187.0
Новосибирская область;500;Мужчины;Городская местность;21887.0;23213.0;20747.0;17432.0;18747.0;16675.0;16518.0
Омская область;520;Мужчины;Городская местность;12808.0;12878.0;11887.0;10495.0;10210.0;9682.0;9365.0
Томская область;690;Мужчины;Городская местность;12004.0;11740.0;9358.0;6510.0;7367.0;6836.0;5929.0
Томск;694;Мужчины;Городская местность;8950.0;8770.0;8770.0;8770.0;8770.0;8770.0;8770.0
Дальневосточный федеральный округ;36;Мужчины;Городская местность;78862.0;78862.0;78862.0;78862.0;78862.0;78862.0;78862.0
Дальневосточный федеральный округ (с 03.11.2018);42;Мужчины;Городская местность;98185.0;98185.0;93405.0;79883.0;84127.0;81382.0;78166.0
Республика Бурятия;810;Мужчины;Городская местность;9818.0;9951.0;10128.0;8449.0;9124.0;8361.0;8227.0
Забайкальский край;760;Мужчины;Городская местность;8791.0;9466.0;9517.0;7936.0;7854.0;7299.0;6973.0
Республика Саха (Якутия);980;Мужчины;Городская местность;13385.0;13402.0;11959.0;10433.0;12447.0;12421.0;12372.0
Камчатский край;300;Мужчины;Городская местность;3431.0;3776.0;3931.0;3811.0;3822.0;3540.0;4023.0
Приморский край;500;Мужчины;Городская местность;22928.0;23551.0;23008.0;19453.0;20300.0;18959.0;18248.0
Хабаровский край;800;Мужчины;Городская местность;16275.0;15457.0;15334.0;11957.0;14221.0;13652.0;12870.0
Амурская область;100;Мужчины;Городская местность;8185.0;8537.0;7679.0;7139.0;6373.0;7197.0;5586.0
Магаданская область;440;Мужчины;Городская местность;3152.0;3106.0;2905.0;2524.0;2521.0;2420.0;2382.0
Сахалинская область;640;Мужчины;Городская местность;7978.0;7350.0;5373.0;5473.0;4303.0;4285.0;4665.0
Еврейская автономная область;990;Мужчины;Городская местность;1346.0;1150.0;1218.0;955.0;1092.0;1095.0;933.0
Чукотский автономный округ;770;Мужчины;Городская местность;2182.0;2439.0;2353.0;1753.0;2070.0;2153.0;1887.0
Энгельс;634;Мужчины;Городская местность;2012.0;2012.0;2012.0;2012.0;2012.0;2012.0;2012.0
Северск;695;Мужчины;Городская местность;1199.0;1265.0;1265.0;1265.0;1265.0;1265.0;1265.0
Центральный федеральный округ;30;Мужчины;Сельская местность;129170.0;139074.0;132475.0;106240.0;114100.0;98327.0;97334.0
Белгородская область;140;Мужчины;Сельская местность;7770.0;9144.0;8342.0;6486.0;5828.0;4868.0;6904.0
Брянская область;150;Мужчины;Сельская местность;6033.0;6066.0;6055.0;5070.0;4528.0;4051.0;4187.0
Владимирская область;170;Мужчины;Сельская местность;4554.0;4615.0;4466.0;3606.0;3609.0;3554.0;3359.0
Воронежская область;200;Мужчины;Сельская местность;12020.0;11296.0;12240.0;10191.0;9550.0;9637.0;9011.0
Ивановская область;240;Мужчины;Сельская местность;3369.0;3149.0;3433.0;2735.0;2578.0;2334.0;2304.0
Калужская область;290;Мужчины;Сельская местность;5119.0;5452.0;4105.0;4064.0;5220.0;4662.0;4665.0
Костромская область;340;Мужчины;Сельская местность;4150.0;4211.0;3921.0;3378.0;2753.0;2521.0;1883.0
Курская область;380;Мужчины;Сельская местность;5389.0;6109.0;6049.0;4671.0;4813.0;4687.0;4000.0
Липецкая область;420;Мужчины;Сельская местность;7726.0;8151.0;8243.0;6924.0;7114.0;6288.0;5583.0
Московская область;460;Мужчины;Сельская местность;29396.0;34187.0;30879.0;24924.0;27124.0;26951.0;28019.0
Орловская область;540;Мужчины;Сельская местность;3652.0;3991.0;3521.0;2611.0;2483.0;2426.0;2288.0
Рязанская область;610;Мужчины;Сельская местность;5642.0;5806.0;6307.0;5579.0;5388.0;5045.0;4840.0
Смоленская область;660;Мужчины;Сельская местность;5062.0;4879.0;5023.0;4303.0;4126.0;3850.0;3737.0
Тамбовская область;680;Мужчины;Сельская местность;5534.0;5518.0;5367.0;4382.0;3976.0;3398.0;3102.0
Тверская область;280;Мужчины;Сельская местность;5742.0;5410.0;5498.0;4452.0;4869.0;4477.0;4214.0
Тульская область;700;Мужчины;Сельская местность;6629.0;6484.0;5872.0;5343.0;5365.0;5144.0;4761.0
Ярославская область;780;Мужчины;Сельская местность;5654.0;5204.0;5398.0;4739.0;4764.0;4434.0;4477.0
Город Москва столица Российской Федерации город федерального значения;450;Мужчины;Сельская местность;5729.0;9402.0;7756.0;2782.0;10012.0;10012.0;10012.0
Северо-Западный федеральный округ;31;Мужчины;Сельская местность;56703.0;61807.0;55414.0;40795.0;44528.0;41659.0;40111.0
Республика Карелия;860;Мужчины;Сельская местность;3133.0;3007.0;2708.0;2301.0;2578.0;2040.0;2008.0
Республика Коми;870;Мужчины;Сельская местность;3705.0;3598.0;3376.0;3326.0;3092.0;2896.0;2808.0
Архангельская область;110;Мужчины;Сельская местность;5591.0;5687.0;5395.0;4063.0;4436.0;4477.0;4626.0
Ненецкий автономный округ (Архангельская область);111;Мужчины;Сельская местность;227.0;230.0;246.0;201.0;210.0;190.0;216.0
Архангельская область (кроме Ненецкого автономного округа);110;Мужчины;Сельская местность;5364.0;5457.0;5149.0;3862.0;4226.0;4287.0;4410.0
Вологодская область;190;Мужчины;Сельская местность;6285.0;5720.0;5630.0;4578.0;4481.0;3837.0;3434.0
Калининградская область;270;Мужчины;Сельская местность;3885.0;4160.0;4579.0;4160.0;5297.0;5038.0;4383.0
Ленинградская область;410;Мужчины;Сельская местность;23427.0;29539.0;23251.0;12875.0;15948.0;15444.0;15154.0
Мурманская область;470;Мужчины;Сельская местность;2378.0;2254.0;2036.0;1665.0;1635.0;1470.0;1441.0
Новгородская область;490;Мужчины;Сельская местность;3708.0;3418.0;3593.0;3604.0;3198.0;2957.0;2658.0
Псковская область;580;Мужчины;Сельская местность;4591.0;4424.0;4846.0;4223.0;3863.0;3500.0;3599.0
Южный федеральный округ (с 29.07.2016);40;Мужчины;Сельская местность;71387.0;73463.0;70901.0;66119.0;66577.0;63384.0;69191.0
Республика Адыгея (Адыгея);790;Мужчины;Сельская местность;3705.0;3817.0;4125.0;3721.0;4399.0;4310.0;4578.0
Республика Калмыкия;850;Мужчины;Сельская местность;3271.0;3246.0;3162.0;2503.0;2639.0;2943.0;4457.0
Республика Крым;350;Мужчины;Сельская местность;7191.0;7545.0;8810.0;10705.0;9638.0;8749.0;8798.0
Краснодарский край;300;Мужчины;Сельская местность;29101.0;29713.0;26646.0;23202.0;22903.0;21159.0;24137.0
Астраханская область;120;Мужчины;Сельская местность;3227.0;2927.0;2989.0;2968.0;3848.0;3516.0;3489.0
Волгоградская область;180;Мужчины;Сельская местность;7746.0;8831.0;7235.0;6400.0;5899.0;6391.0;6473.0
Ростовская область;600;Мужчины;Сельская местность;16960.0;17191.0;17874.0;16536.0;17163.0;16245.0;17181.0
Город федерального значения Севастополь;670;Мужчины;Сельская местность;186.0;193.0;60.0;84.0;88.0;71.0;78.0
Северо-Кавказский федеральный округ;38;Мужчины;Сельская местность;35829.0;36758.0;35984.0;31712.0;31937.0;32680.0;31106.0
Республика Дагестан;820;Мужчины;Сельская местность;11304.0;10969.0;11151.0;9549.0;9573.0;10585.0;9879.0
Республика Ингушетия;260;Мужчины;Сельская местность;959.0;1349.0;1126.0;1038.0;991.0;1111.0;960.0
Кабардино-Балкарская Республика;830;Мужчины;Сельская местность;1653.0;1650.0;1712.0;1489.0;1389.0;1519.0;1521.0
Карачаево-Черкесская Республика;910;Мужчины;Сельская местность;2711.0;2573.0;2720.0;2598.0;2958.0;2868.0;2739.0
Республика Северная Осетия-Алания;900;Мужчины;Сельская местность;1673.0;1706.0;1402.0;1177.0;1026.0;930.0;948.0
Чеченская Республика;960;Мужчины;Сельская местность;4034.0;4632.0;4299.0;3683.0;3687.0;3536.0;3614.0
Ставропольский край;700;Мужчины;Сельская местность;13495.0;13879.0;13574.0;12178.0;12313.0;12131.0;11445.0
Приволжский федеральный округ;33;Мужчины;Сельская местность;135981.0;135824.0;128712.0;115355.0;120784.0;112525.0;111048.0
Республика Башкортостан;800;Мужчины;Сельская местность;29351.0;29733.0;28560.0;25562.0;27903.0;25903.0;26046.0
Республика Марий Эл;880;Мужчины;Сельская местность;2411.0;2243.0;3071.0;2506.0;2384.0;2441.0;2436.0
Республика Мордовия;890;Мужчины;Сельская местность;3625.0;3249.0;3349.0;2910.0;2947.0;3090.0;3508.0
Республика Татарстан (Татарстан);920;Мужчины;Сельская местность;13511.0;14288.0;14633.0;14325.0;15972.0;13654.0;14115.0
Удмуртская Республика;940;Мужчины;Сельская местность;9101.0;9022.0;7377.0;7115.0;7749.0;7600.0;7390.0
Чувашская Республика - Чувашия;970;Мужчины;Сельская местность;7824.0;8013.0;7321.0;6534.0;6105.0;5483.0;5684.0
Пермский край;570;Мужчины;Сельская местность;13432.0;13808.0;12192.0;10725.0;11500.0;10437.0;9770.0
Кировская область;330;Мужчины;Сельская местность;6462.0;6078.0;5823.0;5220.0;5310.0;5376.0;5302.0
Нижегородская область;220;Мужчины;Сельская местность;11113.0;11266.0;10586.0;8999.0;8741.0;8286.0;7778.0
Оренбургская область;530;Мужчины;Сельская местность;11067.0;10204.0;10212.0;9264.0;9503.0;9168.0;8318.0
Пензенская область;560;Мужчины;Сельская местность;5628.0;5220.0;4794.0;3868.0;4042.0;3867.0;3767.0
Самарская область;360;Мужчины;Сельская местность;10470.0;10845.0;9863.0;8637.0;9398.0;8649.0;8499.0
Саратовская область;630;Мужчины;Сельская местность;8415.0;7990.0;7751.0;6896.0;6362.0;6096.0;6027.0
Ульяновская область;730;Мужчины;Сельская местность;3571.0;3865.0;3180.0;2794.0;2868.0;2475.0;2408.0
Уральский федеральный округ;34;Мужчины;Сельская местность;39261.0;41010.0;40708.0;35811.0;36829.0;34861.0;35267.0
Курганская область;370;Мужчины;Сельская местность;6379.0;6309.0;6552.0;6352.0;5686.0;5247.0;5118.0
Свердловская область;650;Мужчины;Сельская местность;10025.0;9738.0;8803.0;8015.0;8111.0;7953.0;8071.0
Тюменская область;710;Мужчины;Сельская местность;12012.0;13732.0;13042.0;11037.0;11461.0;10714.0;10783.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Мужчины;Сельская местность;3459.0;3091.0;2884.0;2570.0;2570.0;2570.0;2570.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Мужчины;Сельская местность;1639.0;1688.0;1551.0;1457.0;1385.0;1151.0;1001.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Мужчины;Сельская местность;6914.0;8953.0;8607.0;7010.0;7509.0;7479.0;7488.0
Челябинская область;750;Мужчины;Сельская местность;10845.0;11231.0;12311.0;10407.0;11571.0;10947.0;11295.0
Сибирский федеральный округ;35;Мужчины;Сельская местность;87657.0;87657.0;87657.0;87657.0;87657.0;87657.0;87657.0
Сибирский федеральный округ (с 03.11.2018);41;Мужчины;Сельская местность;76650.0;76650.0;74912.0;65781.0;66852.0;65719.0;63908.0
Республика Алтай;840;Мужчины;Сельская местность;4085.0;3846.0;4011.0;3448.0;3854.0;3648.0;3415.0
Республика Тыва;930;Мужчины;Сельская местность;1966.0;1934.0;1743.0;1559.0;1261.0;1370.0;1186.0
Республика Хакасия;950;Мужчины;Сельская местность;3109.0;2915.0;2887.0;2979.0;2989.0;2755.0;2792.0
Алтайский край;100;Мужчины;Сельская местность;15412.0;16026.0;15560.0;13302.0;13840.0;13838.0;13138.0
Красноярский край;400;Мужчины;Сельская местность;14685.0;14895.0;14829.0;13955.0;14560.0;14936.0;14776.0
Иркутская область;250;Мужчины;Сельская местность;8590.0;8265.0;7098.0;5408.0;5303.0;5817.0;6044.0
Кемеровская область - Кузбасс;320;Мужчины;Сельская местность;6049.0;6160.0;6072.0;4922.0;4965.0;5095.0;4959.0
Новосибирская область;500;Мужчины;Сельская местность;7708.0;9118.0;9203.0;8441.0;8982.0;8306.0;8507.0
Омская область;520;Мужчины;Сельская местность;8419.0;8211.0;7799.0;7059.0;7076.0;6683.0;6116.0
Томская область;690;Мужчины;Сельская местность;5488.0;5280.0;5710.0;4708.0;4022.0;3271.0;2975.0
Дальневосточный федеральный округ;36;Мужчины;Сельская местность;28189.0;28189.0;28189.0;28189.0;28189.0;28189.0;28189.0
Дальневосточный федеральный округ (с 03.11.2018);42;Мужчины;Сельская местность;40286.0;40286.0;39839.0;36263.0;37790.0;36868.0;35418.0
Республика Бурятия;810;Мужчины;Сельская местность;8254.0;8313.0;8975.0;8290.0;8764.0;8213.0;8071.0
Забайкальский край;760;Мужчины;Сельская местность;3892.0;3971.0;3720.0;3463.0;3014.0;2983.0;2815.0
Республика Саха (Якутия);980;Мужчины;Сельская местность;5400.0;5154.0;5036.0;4918.0;5588.0;5240.0;4908.0
Камчатский край;300;Мужчины;Сельская местность;973.0;977.0;1281.0;1238.0;1322.0;1241.0;1100.0
Приморский край;500;Мужчины;Сельская местность;8817.0;8798.0;8820.0;7991.0;8639.0;8584.0;8349.0
Хабаровский край;800;Мужчины;Сельская местность;5025.0;5459.0;4938.0;3614.0;4820.0;4678.0;5004.0
Амурская область;100;Мужчины;Сельская местность;4713.0;4622.0;4280.0;3787.0;3297.0;3514.0;2662.0
Магаданская область;440;Мужчины;Сельская местность;174.0;172.0;167.0;177.0;221.0;152.0;186.0
Сахалинская область;640;Мужчины;Сельская местность;2459.0;2060.0;1540.0;1710.0;1191.0;1305.0;1398.0
Еврейская автономная область;990;Мужчины;Сельская местность;465.0;406.0;703.0;701.0;616.0;636.0;543.0
Чукотский автономный округ;770;Мужчины;Сельская местность;163.0;354.0;379.0;374.0;318.0;322.0;382.0
