Регион;Код;Пол;Местность;2017;2018;2019;2020;2021;2022;2023
Город Москва столица Российской Федерации город федерального значения;450;Мужчины;Городская местность;36328.0;25982.0;11114.0;386.0;-3747.0;29884.0;13348.0
Северо-Западный федеральный округ;31;Мужчины;Городская местность;11539.0;5034.0;7824.0;7825.0;8260.0;2015.0;5787.0
Республика Карелия;860;Мужчины;Городская местность;-153.0;-47.0;248.0;236.0;400.0;328.0;339.0
Республика Коми;870;Мужчины;Городская местность;-3042.0;-2831.0;-3278.0;-1582.0;-1865.0;-1471.0;-593.0
Архангельская область;110;Мужчины;Городская местность;-2496.0;-1400.0;-478.0;-50.0;160.0;-304.0;125.0
Ненецкий автономный округ (Архангельская область);111;Мужчины;Городская местность;-31.0;-31.0;46.0;65.0;65.0;62.0;152.0
Архангельская область (кроме Ненецкого автономного округа);110;Мужчины;Городская местность;-2465.0;-1369.0;-524.0;-115.0;95.0;-366.0;-27.0
Вологодская область;190;Мужчины;Городская местность;-1223.0;-1120.0;-1490.0;-711.0;-1072.0;-827.0;-339.0
Вологда;194;Мужчины;Городская местность;-556.0;-277.0;-277.0;-277.0;-277.0;-277.0;-277.0
Череповец;194;Мужчины;Городская местность;-445.0;-467.0;-467.0;-467.0;-467.0;-467.0;-467.0
Калининградская область;270;Мужчины;Городская местность;1694.0;2732.0;3427.0;3545.0;3525.0;596.0;1207.0
Ленинградская область;410;Мужчины;Городская местность;1120.0;2951.0;5805.0;8841.0;7583.0;8554.0;4222.0
Мурманская область;470;Мужчины;Городская местность;-1879.0;-2097.0;-2537.0;-1293.0;-1557.0;-1180.0;279.0
Новгородская область;490;Мужчины;Городская местность;-516.0;-74.0;-79.0;268.0;229.0;-182.0;33.0
Псковская область;580;Мужчины;Городская местность;-633.0;121.0;-236.0;404.0;121.0;-1074.0;-1192.0
Город Санкт-Петербург город федерального значения;400;Мужчины;Городская местность;18667.0;6799.0;6442.0;-1833.0;736.0;-2425.0;1706.0
Южный федеральный округ (с 29.07.2016);40;Мужчины;Городская местность;9347.0;13885.0;6961.0;9762.0;9687.0;-1702.0;12772.0
Республика Адыгея (Адыгея);790;Мужчины;Городская местность;-292.0;15.0;714.0;-104.0;676.0;4.0;169.0
Республика Калмыкия;850;Мужчины;Городская местность;-666.0;-597.0;-58.0;148.0;-20.0;-83.0;631.0
Республика Крым;350;Мужчины;Городская местность;1051.0;1128.0;872.0;654.0;-242.0;-1515.0;948.0
Краснодарский край;300;Мужчины;Городская местность;9437.0;11524.0;5541.0;6632.0;9356.0;2375.0;6266.0
Краснодар;340;Мужчины;Городская местность;4197.0;3402.0;3402.0;3402.0;3402.0;3402.0;3402.0
Армавир;340;Мужчины;Городская местность;54.0;-250.0;-250.0;-250.0;-250.0;-250.0;-250.0
Новороссийск;342;Мужчины;Городская местность;823.0;563.0;563.0;563.0;563.0;563.0;563.0
Сочи;342;Мужчины;Городская местность;3785.0;4613.0;4613.0;4613.0;4613.0;4613.0;4613.0
Астраханская область;120;Мужчины;Городская местность;-1136.0;-999.0;-1009.0;-1135.0;-2194.0;-2111.0;-1578.0
Волгоградская область;180;Мужчины;Городская местность;-2235.0;53.0;-872.0;722.0;540.0;-377.0;-476.0
Ростовская область;600;Мужчины;Городская местность;-141.0;-101.0;-401.0;-1402.0;-3149.0;-3658.0;4545.0
Город федерального значения Севастополь;670;Мужчины;Городская местность;3329.0;2862.0;2174.0;4247.0;4720.0;3663.0;2267.0
Северо-Кавказский федеральный округ;38;Мужчины;Городская местность;-5504.0;-2815.0;1176.0;747.0;-1404.0;-2087.0;1880.0
Республика Дагестан;820;Мужчины;Городская местность;-1490.0;-664.0;-474.0;-238.0;-184.0;14.0;507.0
Республика Ингушетия;260;Мужчины;Городская местность;757.0;1420.0;1222.0;689.0;707.0;627.0;937.0
Кабардино-Балкарская Республика;830;Мужчины;Городская местность;-809.0;-686.0;-666.0;148.0;-436.0;-614.0;-286.0
Карачаево-Черкесская Республика;910;Мужчины;Городская местность;-339.0;-130.0;-171.0;-19.0;-189.0;-304.0;-177.0
Республика Северная Осетия-Алания;900;Мужчины;Городская местность;-1299.0;-1314.0;-1240.0;-997.0;-1352.0;-1516.0;-648.0
Чеченская Республика;960;Мужчины;Городская местность;-649.0;-1174.0;-926.0;-425.0;-1008.0;-1490.0;-1089.0
Ставропольский край;700;Мужчины;Городская местность;-1675.0;-267.0;3431.0;1589.0;1058.0;1196.0;2636.0
Приволжский федеральный округ;33;Мужчины;Городская местность;-17319.0;-13919.0;-3647.0;-3246.0;1559.0;-3376.0;-2005.0
Республика Башкортостан;800;Мужчины;Городская местность;-1396.0;-407.0;1181.0;-725.0;8164.0;2989.0;2884.0
Республика Марий Эл;880;Мужчины;Городская местность;47.0;321.0;668.0;896.0;901.0;508.0;401.0
Республика Мордовия;890;Мужчины;Городская местность;-1217.0;-550.0;-162.0;-334.0;-145.0;-459.0;-123.0
Республика Татарстан (Татарстан);920;Мужчины;Городская местность;-266.0;-800.0;-2095.0;-1556.0;-2666.0;-1341.0;-2674.0
Удмуртская Республика;940;Мужчины;Городская местность;-386.0;-614.0;-400.0;54.0;-299.0;-556.0;-168.0
Чувашская Республика - Чувашия;970;Мужчины;Городская местность;-388.0;22.0;-182.0;-309.0;439.0;-38.0;61.0
Пермский край;570;Мужчины;Городская местность;-1860.0;-1357.0;-1120.0;-1931.0;-1984.0;-1146.0;-53.0
Кировская область;330;Мужчины;Городская местность;849.0;594.0;840.0;1100.0;680.0;895.0;1099.0
Нижегородская область;220;Мужчины;Городская местность;-2431.0;-1784.0;557.0;1405.0;576.0;-182.0;-140.0
Оренбургская область;530;Мужчины;Городская местность;-2533.0;-2288.0;382.0;483.0;-1166.0;-1449.0;-1005.0
Пензенская область;560;Мужчины;Городская местность;-920.0;-997.0;26.0;-104.0;-714.0;-653.0;-179.0
Самарская область;360;Мужчины;Городская местность;-4850.0;-4106.0;-1145.0;-1260.0;-1027.0;-1413.0;-1758.0
Саратовская область;630;Мужчины;Городская местность;-1624.0;-1442.0;-1158.0;-742.0;-1112.0;-183.0;114.0
Саратов;634;Мужчины;Городская местность;19.0;19.0;19.0;19.0;19.0;19.0;19.0
Балаково;634;Мужчины;Городская местность;-367.0;-367.0;-367.0;-367.0;-367.0;-367.0;-367.0
Ульяновская область;730;Мужчины;Городская местность;-344.0;-511.0;-1039.0;-223.0;-88.0;-348.0;-464.0
Уральский федеральный округ;34;Мужчины;Городская местность;-4929.0;-4112.0;-8941.0;525.0;-4672.0;-3834.0;-2784.0
Курганская область;370;Мужчины;Городская местность;-1991.0;-1400.0;-893.0;-344.0;-1028.0;-227.0;-267.0
Свердловская область;650;Мужчины;Городская местность;375.0;1273.0;-3623.0;-591.0;-157.0;-1576.0;-959.0
Тюменская область;710;Мужчины;Городская местность;-764.0;125.0;-1244.0;2563.0;274.0;-747.0;1261.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Мужчины;Городская местность;-4527.0;-2392.0;-3297.0;791.0;791.0;791.0;791.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Мужчины;Городская местность;-1443.0;-1206.0;-1038.0;-457.0;-146.0;-1342.0;-857.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Мужчины;Городская местность;5206.0;3723.0;3091.0;2229.0;2383.0;1347.0;-81.0
Челябинская область;750;Мужчины;Городская местность;-2549.0;-4110.0;-3181.0;-1103.0;-3761.0;-1284.0;-2819.0
Сибирский федеральный округ;35;Мужчины;Городская местность;-14692.0;-14692.0;-14692.0;-14692.0;-14692.0;-14692.0;-14692.0
Сибирский федеральный округ (с 03.11.2018);41;Мужчины;Городская местность;-10630.0;-10630.0;-13146.0;-10217.0;-9589.0;-8659.0;-3229.0
Республика Алтай;840;Мужчины;Городская местность;-161.0;5.0;3.0;-65.0;-28.0;-209.0;-223.0
Республика Тыва;930;Мужчины;Городская местность;-101.0;-253.0;-57.0;-276.0;150.0;189.0;-39.0
Республика Хакасия;950;Мужчины;Городская местность;754.0;485.0;10.0;290.0;136.0;78.0;210.0
Алтайский край;100;Мужчины;Городская местность;-2046.0;-673.0;38.0;451.0;-759.0;-251.0;245.0
Чита;764;Мужчины;Городская местность;180.0;26.0;26.0;26.0;26.0;26.0;26.0
Красноярский край;400;Мужчины;Городская местность;-802.0;-186.0;-1876.0;-680.0;789.0;1045.0;2537.0
Иркутская область;250;Мужчины;Городская местность;-3567.0;-2445.0;-3005.0;-2039.0;-2210.0;-2562.0;-2125.0
Кемеровская область - Кузбасс;320;Мужчины;Городская местность;-2659.0;-3815.0;-3654.0;-1906.0;-3919.0;-2635.0;-2002.0
Новосибирская область;500;Мужчины;Городская местность;164.0;314.0;687.0;-792.0;-220.0;-1419.0;86.0
Омская область;520;Мужчины;Городская местность;-3280.0;-3579.0;-3199.0;-2163.0;-2322.0;-1487.0;-671.0
Томская область;690;Мужчины;Городская местность;-565.0;-483.0;-2093.0;-3037.0;-1206.0;-1408.0;-1247.0
Томск;694;Мужчины;Городская местность;-278.0;-230.0;-230.0;-230.0;-230.0;-230.0;-230.0
Дальневосточный федеральный округ;36;Мужчины;Городская местность;-6026.0;-6026.0;-6026.0;-6026.0;-6026.0;-6026.0;-6026.0
Дальневосточный федеральный округ (с 03.11.2018);42;Мужчины;Городская местность;-7980.0;-7980.0;-5066.0;-5991.0;-5119.0;-4913.0;-1302.0
Республика Бурятия;810;Мужчины;Городская местность;-920.0;-1151.0;-349.0;-662.0;-868.0;-763.0;-465.0
Забайкальский край;760;Мужчины;Городская местность;-1509.0;-1251.0;-474.0;-492.0;-400.0;-525.0;-432.0
Республика Саха (Якутия);980;Мужчины;Городская местность;-893.0;-457.0;-948.0;-1398.0;81.0;148.0;1004.0
Камчатский край;300;Мужчины;Городская местность;-904.0;-824.0;-274.0;59.0;-35.0;-127.0;557.0
Приморский край;500;Мужчины;Городская местность;-1010.0;-964.0;61.0;-686.0;-1099.0;-2065.0;-426.0
Хабаровский край;800;Мужчины;Городская местность;-1223.0;-1160.0;-738.0;-1526.0;-297.0;-572.0;-702.0
Амурская область;100;Мужчины;Городская местность;-981.0;-511.0;-370.0;210.0;-384.0;112.0;-431.0
Магаданская область;440;Мужчины;Городская местность;-582.0;-806.0;-494.0;-379.0;-513.0;-302.0;-220.0
Сахалинская область;640;Мужчины;Городская местность;182.0;-595.0;-1048.0;-211.0;-1188.0;-610.0;47.0
Еврейская автономная область;990;Мужчины;Городская местность;-491.0;-404.0;-408.0;-387.0;-469.0;-323.0;-255.0
Чукотский автономный округ;770;Мужчины;Городская местность;-124.0;143.0;-24.0;-519.0;53.0;114.0;21.0
Энгельс;634;Мужчины;Городская местность;-122.0;-122.0;-122.0;-122.0;-122.0;-122.0;-122.0
Северск;695;Мужчины;Городская местность;-75.0;-61.0;-61.0;-61.0;-61.0;-61.0;-61.0
Центральный федеральный округ;30;Мужчины;Сельская местность;-462321.0;-492701.0;-460569.0;-403575.0;-382317.0;-387059.0;-391412.0
Белгородская область;140;Мужчины;Сельская местность;-19273.0;-20940.0;-19863.0;-16040.0;-16221.0;-16172.0;-17715.0
Брянская область;150;Мужчины;Сельская местность;-18891.0;-18899.0;-16300.0;-13567.0;-14305.0;-14018.0;-12590.0
Владимирская область;170;Мужчины;Сельская местность;-18102.0;-18540.0;-16026.0;-12529.0;-13837.0;-13331.0;-12059.0
Воронежская область;200;Мужчины;Сельская местность;-30461.0;-31879.0;-29266.0;-23758.0;-23150.0;-21701.0;-18394.0
Ивановская область;240;Мужчины;Сельская местность;-15013.0;-15627.0;-14463.0;-12046.0;-12097.0;-11332.0;-10135.0
Калужская область;290;Мужчины;Сельская местность;-14196.0;-14351.0;-12283.0;-10469.0;-13838.0;-14462.0;-12648.0
Костромская область;340;Мужчины;Сельская местность;-11671.0;-11841.0;-11391.0;-9626.0;-8941.0;-7614.0;-7719.0
Курская область;380;Мужчины;Сельская местность;-16675.0;-18559.0;-16046.0;-13010.0;-12974.0;-13019.0;-11625.0
Липецкая область;420;Мужчины;Сельская местность;-16354.0;-17008.0;-16127.0;-12152.0;-12783.0;-11699.0;-9472.0
Московская область;460;Мужчины;Сельская местность;-100573.0;-106223.0;-102224.0;-101619.0;-90566.0;-87851.0;-89712.0
Орловская область;540;Мужчины;Сельская местность;-10538.0;-10926.0;-9218.0;-6783.0;-6426.0;-6098.0;-5438.0
Рязанская область;610;Мужчины;Сельская местность;-16103.0;-17494.0;-15632.0;-13327.0;-12813.0;-12912.0;-11936.0
Смоленская область;660;Мужчины;Сельская местность;-14326.0;-14537.0;-12889.0;-10741.0;-11315.0;-11739.0;-10502.0
Тамбовская область;680;Мужчины;Сельская местность;-16508.0;-17159.0;-15182.0;-11237.0;-10937.0;-10360.0;-8836.0
Тверская область;280;Мужчины;Сельская местность;-19042.0;-19734.0;-18523.0;-15460.0;-15512.0;-15087.0;-13026.0
Тульская область;700;Мужчины;Сельская местность;-20152.0;-20700.0;-18935.0;-14487.0;-15376.0;-15051.0;-12786.0
Ярославская область;780;Мужчины;Сельская местность;-16247.0;-17011.0;-15114.0;-12860.0;-12248.0;-12469.0;-11377.0
Город Москва столица Российской Федерации город федерального значения;450;Мужчины;Сельская местность;-88196.0;-101273.0;-101087.0;-93864.0;-78978.0;-82132.0;-105430.0
Северо-Западный федеральный округ;31;Мужчины;Сельская местность;-236337.0;-237959.0;-225816.0;-201489.0;-203932.0;-191503.0;-181277.0
Республика Карелия;860;Мужчины;Сельская местность;-11463.0;-11334.0;-10244.0;-7995.0;-8534.0;-7610.0;-6895.0
Республика Коми;870;Мужчины;Сельская местность;-20504.0;-20032.0;-17011.0;-14164.0;-15235.0;-13583.0;-12848.0
Архангельская область;110;Мужчины;Сельская местность;-23798.0;-24340.0;-21833.0;-17340.0;-18578.0;-17630.0;-17692.0
Ненецкий автономный округ (Архангельская область);111;Мужчины;Сельская местность;-1238.0;-1302.0;-1154.0;-951.0;-888.0;-918.0;-804.0
Архангельская область (кроме Ненецкого автономного округа);110;Мужчины;Сельская местность;-22560.0;-23038.0;-20679.0;-16389.0;-17690.0;-16712.0;-16888.0
Вологодская область;190;Мужчины;Сельская местность;-16345.0;-15447.0;-12886.0;-10795.0;-10646.0;-9403.0;-8461.0
Калининградская область;270;Мужчины;Сельская местность;-14392.0;-15312.0;-16189.0;-13935.0;-14274.0;-13945.0;-13531.0
Ленинградская область;410;Мужчины;Сельская местность;-21191.0;-17552.0;-21962.0;-26352.0;-24614.0;-24457.0;-23574.0
Мурманская область;470;Мужчины;Сельская местность;-19612.0;-19717.0;-18520.0;-15268.0;-14520.0;-14121.0;-13210.0
Новгородская область;490;Мужчины;Сельская местность;-10784.0;-11079.0;-10124.0;-9548.0;-9567.0;-8681.0;-7642.0
Псковская область;580;Мужчины;Сельская местность;-12941.0;-13507.0;-12844.0;-10652.0;-11077.0;-10004.0;-9292.0
Южный федеральный округ (с 29.07.2016);40;Мужчины;Сельская местность;-189036.0;-192858.0;-181412.0;-161987.0;-170036.0;-165039.0;-156424.0
Республика Адыгея (Адыгея);790;Мужчины;Сельская местность;-6124.0;-5479.0;-4318.0;-4182.0;-4567.0;-4309.0;-4234.0
Республика Калмыкия;850;Мужчины;Сельская местность;-7762.0;-8051.0;-7502.0;-5762.0;-6162.0;-6398.0;-3862.0
Республика Крым;350;Мужчины;Сельская местность;-15325.0;-16677.0;-15856.0;-17762.0;-17905.0;-18287.0;-15138.0
Краснодарский край;300;Мужчины;Сельская местность;-63277.0;-61817.0;-59653.0;-51912.0;-56721.0;-52711.0;-50893.0
Астраханская область;120;Мужчины;Сельская местность;-11578.0;-11643.0;-10661.0;-9329.0;-9480.0;-8973.0;-8745.0
Волгоградская область;180;Мужчины;Сельская местность;-31481.0;-33131.0;-30441.0;-25281.0;-26805.0;-25407.0;-23979.0
Ростовская область;600;Мужчины;Сельская местность;-47950.0;-49684.0;-46451.0;-40516.0;-40291.0;-40789.0;-40770.0
Город федерального значения Севастополь;670;Мужчины;Сельская местность;-5539.0;-6376.0;-6530.0;-7243.0;-8105.0;-8165.0;-8803.0
Северо-Кавказский федеральный округ;38;Мужчины;Сельская местность;-101759.0;-105350.0;-98827.0;-77247.0;-78554.0;-75440.0;-73223.0
Республика Дагестан;820;Мужчины;Сельская местность;-31590.0;-31867.0;-28803.0;-22378.0;-21909.0;-19866.0;-18762.0
Республика Ингушетия;260;Мужчины;Сельская местность;-3028.0;-3003.0;-2776.0;-2380.0;-2457.0;-2725.0;-2336.0
Кабардино-Балкарская Республика;830;Мужчины;Сельская местность;-7021.0;-6938.0;-6013.0;-4365.0;-4414.0;-4582.0;-4111.0
Карачаево-Черкесская Республика;910;Мужчины;Сельская местность;-5078.0;-5894.0;-5878.0;-5011.0;-5423.0;-4910.0;-5027.0
Республика Северная Осетия-Алания;900;Мужчины;Сельская местность;-8539.0;-8700.0;-7434.0;-5414.0;-5116.0;-5359.0;-4953.0
Чеченская Республика;960;Мужчины;Сельская местность;-10441.0;-10484.0;-9032.0;-6659.0;-7933.0;-10069.0;-8261.0
Ставропольский край;700;Мужчины;Сельская местность;-36062.0;-38464.0;-38891.0;-31040.0;-31302.0;-27929.0;-29773.0
Приволжский федеральный округ;33;Мужчины;Сельская местность;-379582.0;-394644.0;-370261.0;-311177.0;-334129.0;-308736.0;-294013.0
Республика Башкортостан;800;Мужчины;Сельская местность;-64414.0;-66989.0;-65828.0;-54910.0;-63463.0;-60376.0;-61310.0
Республика Марий Эл;880;Мужчины;Сельская местность;-9735.0;-9796.0;-10294.0;-9316.0;-9384.0;-8513.0;-7859.0
Республика Мордовия;890;Мужчины;Сельская местность;-10978.0;-11927.0;-10956.0;-8326.0;-8979.0;-8431.0;-7309.0
Республика Татарстан (Татарстан);920;Мужчины;Сельская местность;-38539.0;-38516.0;-35265.0;-31397.0;-34468.0;-30109.0;-29552.0
Удмуртская Республика;940;Мужчины;Сельская местность;-21303.0;-21695.0;-18659.0;-16167.0;-17459.0;-16819.0;-15704.0
Чувашская Республика - Чувашия;970;Мужчины;Сельская местность;-20879.0;-23085.0;-18901.0;-15690.0;-17060.0;-15108.0;-13830.0
Пермский край;570;Мужчины;Сельская местность;-37373.0;-39700.0;-34126.0;-29604.0;-32718.0;-29359.0;-28481.0
Кировская область;330;Мужчины;Сельская местность;-25149.0;-26625.0;-25123.0;-21188.0;-21756.0;-20469.0;-19956.0
Нижегородская область;220;Мужчины;Сельская местность;-31590.0;-32675.0;-32118.0;-28758.0;-28866.0;-26347.0;-24162.0
Оренбургская область;530;Мужчины;Сельская местность;-28038.0;-28522.0;-29316.0;-23069.0;-25404.0;-22893.0;-21038.0
Пензенская область;560;Мужчины;Сельская местность;-16293.0;-16814.0;-16078.0;-11814.0;-10896.0;-10414.0;-10152.0
Самарская область;360;Мужчины;Сельская местность;-27992.0;-29661.0;-29477.0;-23899.0;-25961.0;-24356.0;-22549.0
Саратовская область;630;Мужчины;Сельская местность;-32814.0;-33422.0;-30903.0;-25291.0;-25214.0;-24760.0;-22377.0
Ульяновская область;730;Мужчины;Сельская местность;-14485.0;-15217.0;-13217.0;-11748.0;-12501.0;-10782.0;-9734.0
Уральский федеральный округ;34;Мужчины;Сельская местность;-187958.0;-190596.0;-172294.0;-150440.0;-155274.0;-144265.0;-132303.0
Курганская область;370;Мужчины;Сельская местность;-15013.0;-17055.0;-14565.0;-13309.0;-14133.0;-13052.0;-11747.0
Свердловская область;650;Мужчины;Сельская местность;-54775.0;-55768.0;-48228.0;-42085.0;-41722.0;-37629.0;-33889.0
Тюменская область;710;Мужчины;Сельская местность;-74539.0;-73626.0;-68362.0;-58632.0;-61426.0;-58460.0;-54126.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Мужчины;Сельская местность;-36562.0;-35875.0;-32904.0;-27670.0;-27670.0;-27670.0;-27670.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Мужчины;Сельская местность;-17818.0;-17195.0;-15236.0;-12176.0;-13006.0;-12593.0;-11355.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Мужчины;Сельская местность;-20159.0;-20556.0;-20222.0;-18786.0;-18213.0;-17687.0;-16352.0
Челябинская область;750;Мужчины;Сельская местность;-43631.0;-44147.0;-41139.0;-36414.0;-37993.0;-35124.0;-32541.0
Сибирский федеральный округ;35;Мужчины;Сельская местность;-293353.0;-293353.0;-293353.0;-293353.0;-293353.0;-293353.0;-293353.0
Сибирский федеральный округ (с 03.11.2018);41;Мужчины;Сельская местность;-267200.0;-267200.0;-240875.0;-205740.0;-221401.0;-207274.0;-198267.0
Республика Алтай;840;Мужчины;Сельская местность;-5521.0;-5700.0;-5277.0;-4155.0;-4692.0;-4693.0;-4515.0
Республика Тыва;930;Мужчины;Сельская местность;-5812.0;-5993.0;-5195.0;-4142.0;-5739.0;-6279.0;-6318.0
Республика Хакасия;950;Мужчины;Сельская местность;-10624.0;-10594.0;-9507.0;-8475.0;-10015.0;-8958.0;-9016.0
Алтайский край;100;Мужчины;Сельская местность;-36954.0;-40104.0;-38484.0;-30981.0;-33822.0;-29855.0;-28748.0
Красноярский край;400;Мужчины;Сельская местность;-54588.0;-56656.0;-51943.0;-47130.0;-52890.0;-50468.0;-49274.0
Иркутская область;250;Мужчины;Сельская местность;-30619.0;-31827.0;-26568.0;-22770.0;-22796.0;-22379.0;-21168.0
Кемеровская область - Кузбасс;320;Мужчины;Сельская местность;-37158.0;-38226.0;-33248.0;-28350.0;-28693.0;-26847.0;-25460.0
Новосибирская область;500;Мужчины;Сельская местность;-28885.0;-30687.0;-28449.0;-25657.0;-27029.0;-25138.0;-24187.0
Омская область;520;Мужчины;Сельская местность;-28025.0;-29288.0;-26813.0;-21997.0;-23218.0;-20964.0;-19438.0
Томская область;690;Мужчины;Сельская местность;-18031.0;-18125.0;-15391.0;-12083.0;-12507.0;-11693.0;-10143.0
Дальневосточный федеральный округ;36;Мужчины;Сельская местность;-121355.0;-121355.0;-121355.0;-121355.0;-121355.0;-121355.0;-121355.0
Дальневосточный федеральный округ (с 03.11.2018);42;Мужчины;Сельская местность;-161427.0;-161427.0;-149890.0;-126337.0;-139260.0;-132827.0;-122808.0
Республика Бурятия;810;Мужчины;Сельская местность;-19486.0;-20453.0;-19676.0;-16275.0;-18990.0;-17141.0;-16945.0
Забайкальский край;760;Мужчины;Сельская местность;-17650.0;-18474.0;-17653.0;-14011.0;-15302.0;-13895.0;-13326.0
Республика Саха (Якутия);980;Мужчины;Сельская местность;-22124.0;-22943.0;-19775.0;-17067.0;-21046.0;-20325.0;-19348.0
Камчатский край;300;Мужчины;Сельская местность;-5956.0;-6319.0;-5638.0;-5118.0;-5129.0;-5162.0;-4896.0
Приморский край;500;Мужчины;Сельская местность;-35015.0;-35425.0;-33581.0;-28270.0;-30954.0;-29296.0;-26579.0
Хабаровский край;800;Мужчины;Сельская местность;-23741.0;-23078.0;-22440.0;-18711.0;-20352.0;-19980.0;-18192.0
Амурская область;100;Мужчины;Сельская местность;-14477.0;-14896.0;-13519.0;-11752.0;-11756.0;-12391.0;-9993.0
Магаданская область;440;Мужчины;Сельская местность;-4192.0;-4336.0;-3786.0;-3134.0;-3197.0;-2930.0;-2724.0
Сахалинская область;640;Мужчины;Сельская местность;-9987.0;-10181.0;-8511.0;-7576.0;-7640.0;-6786.0;-6438.0
Еврейская автономная область;990;Мужчины;Сельская местность;-3022.0;-2624.0;-2403.0;-1775.0;-2379.0;-2434.0;-2029.0
Чукотский автономный округ;770;Мужчины;Сельская местность;-2841.0;-2698.0;-2908.0;-2648.0;-2515.0;-2487.0;-2338.0
